customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0001065,Female,1,Yes,No,36,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,63.26,2180.01,Yes
C0001066,Female,1,No,Yes,25,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),87.95,2181.23,Yes
C0001067,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),41.15,1593.68,No
C0001068,Female,0,No,Yes,20,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),113.57,2342.36,No
C0001069,Female,0,No,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.52,727.37,No
C0001070,Male,0,Yes,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),17.52,557.69,No
C0001071,Female,1,No,Yes,34,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,78.57,2550.36,Yes
C0001072,Female,0,No,Yes,42,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),74.83,3212.6,No
C0001073,Male,1,No,Yes,23,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.63,2014.08,No
C0001074,Female,1,No,Yes,25,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,69.6,1638.9,Yes
C0001075,Female,0,No,Yes,38,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),120.1,4704.09,No
C0001076,Female,0,Yes,Yes,35,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.95,3218.81,No
C0001077,Male,1,Yes,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,79.3,2371.35,No
C0001078,Male,0,Yes,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.33,410.02,No
C0001079,Male,0,No,Yes,45,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,76.52,3424.31,No
C0001080,Female,1,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.57,682.65,Yes
C0001081,Male,1,Yes,No,45,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,115.75,5076.16,Yes
C0001082,Female,1,No,Yes,28,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,98.75,2630.73,Yes
C0001083,Female,1,No,Yes,36,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,88.41,3230.97,Yes
C0001084,Female,1,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),120.53,5008.69,Yes
C0001085,Female,1,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.43,1295.6,No
C0001086,Male,1,No,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),56.46,1911.76,No
C0001087,Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),123.58,3584.63,No
C0001088,Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),53.39,1662.91,Yes
C0001089,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),123.23,4729.77,No
C0001090,Female,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),55.04,1870.05,No
C0001091,Female,1,Yes,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),10.66,526.17,No
C0001092,Male,1,Yes,Yes,31,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),96.81,3008.42,Yes
C0001093,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),38.79,840.29,Yes
C0001094,Female,1,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.05,1018.84,No
C0001095,Female,1,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),33.34,1173.35,No
C0001096,Female,1,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,34.91,1174.47,No
C0001097,Female,0,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,96.97,1661.86,Yes
C0001098,Male,0,No,Yes,50,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,90.87,4353.57,No
C0001099,Female,0,Yes,Yes,44,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,113.74,4951.58,No
C0001100,Female,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.99,1428.79,No
C0001101,Female,0,Yes,Yes,29,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,81.76,2467.82,No
C0001102,Male,1,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.45,1671.62,No
C0001103,Female,1,Yes,Yes,53,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),100.09,5156.19,No
C0001104,Female,1,Yes,Yes,43,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,115.02,4990.33,Yes
C0001105,Female,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),47.04,1639.99,No
C0001106,Male,1,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.85,1551.0,No
C0001107,Female,0,No,Yes,35,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,95.77,3184.73,No
C0001108,Male,1,Yes,No,19,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,85.48,1559.43,Yes
C0001109,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.03,1213.62,No
C0001110,Female,1,No,Yes,27,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,87.85,2510.88,Yes
C0001111,Female,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),42.94,1437.73,No
C0001112,Female,0,Yes,Yes,25,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.15,2832.63,No
C0001113,Female,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.62,1591.19,No
C0001114,Male,0,No,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.23,1666.45,No
C0001115,Female,0,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.72,1131.42,No
C0001116,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),37.6,991.77,No
C0001117,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),39.85,889.58,Yes
C0001118,Female,0,No,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.06,771.29,No
C0001119,Male,1,No,Yes,40,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,104.77,4225.69,Yes
C0001120,Male,0,No,Yes,37,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,98.55,3661.71,No
C0001121,Male,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),38.09,583.85,No
C0001122,Male,1,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),40.59,1294.67,No
C0001123,Female,1,No,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,121.53,2240.6,Yes
C0001124,Female,1,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),130.56,4861.86,Yes
C0001125,Female,1,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),61.86,1427.63,No
C0001126,Female,1,No,No,46,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),101.5,4777.41,No
C0001127,Male,1,No,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.32,709.92,No
C0001128,Male,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.41,2027.11,No
C0001129,Male,1,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),48.55,1681.98,No
C0001130,Male,1,No,Yes,24,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,109.7,2609.2,No
C0001131,Female,1,Yes,No,33,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,104.26,3438.43,No
C0001132,Female,1,Yes,No,35,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,113.27,3923.78,Yes
C0001133,Female,1,No,Yes,21,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),98.83,2059.07,Yes
C0001134,Female,1,No,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,126.96,4002.86,No
C0001135,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),35.82,1222.37,No
C0001136,Female,1,Yes,Yes,54,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),99.37,5198.13,No
C0001137,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,97.56,1824.7,Yes
C0001138,Female,1,No,No,49,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,117.05,5721.3,No
C0001139,Female,1,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),33.11,667.16,Yes
C0001140,Female,0,No,Yes,40,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),117.5,4678.23,No
C0001141,Female,1,Yes,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.69,594.44,Yes
C0001142,Female,1,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),54.98,1911.02,No
C0001143,Female,1,No,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,132.11,4694.88,No
C0001144,Male,0,Yes,No,32,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,105.57,3459.96,No
C0001145,Female,1,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),54.7,1486.21,No
C0001146,Male,0,No,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),14.64,755.64,No
C0001147,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),45.61,837.47,Yes
C0001148,Male,1,No,No,48,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,98.58,4876.25,Yes
C0001149,Female,0,Yes,Yes,33,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,97.51,3161.64,No
C0001150,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),38.6,1398.52,No
C0001151,Female,0,Yes,Yes,26,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,74.98,1936.97,Yes
C0001152,Female,1,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,117.92,1832.72,Yes
C0001153,Female,0,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.8,1646.28,No
C0001154,Male,1,No,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),16.24,628.45,No
C0001155,Female,1,No,Yes,22,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,110.69,2703.98,Yes
C0001156,Male,1,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,39.2,1592.73,No
C0001157,Female,0,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.64,2168.03,No
C0001158,Female,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.26,1201.51,No
C0001159,Female,1,Yes,Yes,29,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.39,2529.5,Yes
C0001160,Female,0,Yes,Yes,37,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,92.96,3435.65,Yes
C0001161,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),47.09,1398.18,No
C0001162,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),47.3,1315.28,No
C0001163,Female,0,No,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.7,1367.28,No
C0001164,Female,1,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),44.35,1046.38,No
C0001165,Male,1,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,50.43,1172.59,No
C0001166,Male,0,No,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.19,822.73,No
C0001167,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),51.63,643.07,No
C0001168,Female,1,Yes,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,126.22,5640.33,No
C0001169,Male,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,91.37,3479.6,No
C0001170,Male,1,No,Yes,49,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,98.93,5027.75,No
C0001171,Female,1,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),56.26,2731.98,No
C0001172,Male,1,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,129.9,4466.99,No
C0001173,Male,1,No,Yes,23,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.83,1829.71,No
C0001174,Male,0,Yes,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.54,703.85,Yes
C0001175,Female,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),122.85,4508.54,No
C0001176,Female,1,Yes,No,42,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),93.34,3890.88,No
C0001177,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.59,2915.69,No
C0001178,Male,0,No,Yes,42,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,118.11,5074.12,No
C0001179,Female,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,48.17,1201.67,No
C0001180,Female,0,Yes,Yes,29,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,84.72,2437.72,Yes
C0001181,Female,1,Yes,No,38,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,106.27,4097.47,No
C0001182,Female,1,Yes,No,35,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.94,2304.27,No
C0001183,Female,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.46,1321.05,No
C0001184,Female,0,No,Yes,49,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),110.23,5442.36,No
C0001185,Female,0,Yes,Yes,39,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,113.01,4269.5,No
C0001186,Female,1,No,Yes,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),16.51,515.79,No
C0001187,Female,1,No,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.21,791.96,No
C0001188,Female,1,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),48.78,1579.26,No
C0001189,Female,0,Yes,Yes,34,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,119.32,4085.37,No
C0001190,Female,0,No,Yes,44,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),93.06,4265.04,No
C0001191,Female,0,No,Yes,44,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),115.37,5094.62,Yes
C0001192,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),45.02,1075.66,No
C0001193,Female,0,No,Yes,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),83.48,3481.06,No
C0001194,Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,114.0,3860.14,Yes
C0001195,Male,1,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.18,580.95,Yes
C0001196,Female,1,Yes,Yes,28,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.76,2990.17,No
C0001197,Female,1,Yes,No,42,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,92.28,3921.68,No
C0001198,Female,0,Yes,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,11.85,236.02,No
C0001199,Female,1,No,Yes,49,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),102.78,5095.45,No
C0001200,Male,0,No,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,100.45,3940.22,Yes
C0001201,Female,0,Yes,Yes,25,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,123.85,2819.91,No
C0001202,Female,1,Yes,Yes,40,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),110.59,4300.25,No
C0001203,Female,0,No,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,13.16,453.8,Yes
C0001204,Female,1,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),41.64,618.55,No
C0001205,Female,1,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.29,1006.33,No
C0001206,Female,0,Yes,Yes,25,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),87.75,2227.87,Yes
C0001207,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.37,1696.04,No
C0001208,Female,0,Yes,Yes,28,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,86.07,2472.97,Yes
C0001209,Female,0,Yes,Yes,28,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,105.49,3047.46,Yes
C0001210,Male,0,No,Yes,44,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.15,5396.77,Yes
C0001211,Female,1,Yes,Yes,39,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.71,3118.39,No
C0001212,Female,1,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.92,1365.24,Yes
C0001213,Female,1,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.65,818.29,No
C0001214,Male,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),42.43,1072.67,No
C0001215,Female,1,No,Yes,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,133.04,4987.55,Yes
C0001216,Female,1,Yes,Yes,28,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,67.23,1919.92,No
C0001217,Female,1,Yes,Yes,36,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.33,3452.35,No
C0001218,Female,1,No,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.34,434.61,No
C0001219,Male,0,Yes,Yes,31,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,91.06,2835.93,No
C0001220,Female,1,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.36,1103.93,No
C0001221,Female,1,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),53.06,2439.69,No
C0001222,Female,1,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),54.38,2073.24,No
C0001223,Female,0,Yes,Yes,36,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.71,2682.02,Yes
C0001224,Male,1,No,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.88,1205.67,No
C0001225,Male,1,Yes,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,16.14,330.07,Yes
C0001226,Male,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,56.45,1686.62,No
C0001227,Female,1,No,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.98,831.03,No
C0001228,Female,1,No,Yes,32,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,93.7,3072.35,No
C0001229,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,130.14,6112.62,Yes
C0001230,Female,1,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,15.33,341.63,No
C0001231,Female,1,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.4,1161.42,Yes
C0001232,Female,0,No,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),122.44,5043.22,No
C0001233,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.67,1543.54,No
C0001234,Male,1,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.02,958.15,Yes
C0001235,Female,1,No,Yes,18,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,99.46,1778.25,Yes
C0001236,Male,0,No,Yes,42,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.63,3905.54,Yes
