Customer_ID,Tenure_Months,Monthly_Charges,Total_Charges,Data_GB_Per_Month,Support_Tickets_Last_Month,International_Plan,Voicemail_Plan,Paperless_Billing,Service_Tier,Customer_Priority,Payment_Method,Contract_Type,Region,Churn
CUST00229,2,76.46,258.48,11.4,3.0,No,No,Enrolled,Premium,,Credit Card,Two Year,Midwest,No
CUST00230,5,35.88,274.3,2.8,2.0,Yes,Yes,Not Enrolled,Basic,Medium,Mailed Check,Two Year,Southwest,No
CUST00231,25,37.34,947.69,14.1,1.0,No,No,Enrolled,Basic,Medium,Credit Card,Two Year,Midwest,No
CUST00232,54,90.84,4496.36,18.2,1.0,Yes,No,Enrolled,Standard,,Electronic Check,One Year,West,No
CUST00233,1,84.59,189.1,2.5,3.0,No,Yes,Enrolled,Basic,,,One Year,Northeast,No
CUST00234,8,94.61,784.65,7.4,1.0,Yes,Yes,Enrolled,Enterprise,Low,Credit Card,Month-to-Month,Midwest,No
CUST00235,41,66.13,2775.34,3.1,2.0,Yes,No,Enrolled,Premium,High,Bank Transfer,Month-to-Month,West,No
CUST00236,11,33.58,368.3,21.8,0.0,No,No,Enrolled,Basic,,Electronic Check,Month-to-Month,Midwest,No
CUST00237,25,69.5,1910.12,7.1,1.0,No,No,Not Enrolled,Standard,Medium,Mailed Check,Month-to-Month,West,Yes
CUST00238,13,98.98,1238.44,4.9,1.0,No,No,Not Enrolled,Standard,Low,Bank Transfer,Two Year,Southwest,No
CUST00239,7,82.76,588.94,43.8,2.0,Yes,No,Enrolled,Basic,Medium,Bank Transfer,One Year,West,No
CUST00240,25,70.45,1822.46,,3.0,Yes,No,Enrolled,Premium,,Bank Transfer,Month-to-Month,Southwest,Yes
CUST00241,18,24.39,487.69,9.7,1.0,No,Yes,Not Enrolled,Basic,VIP,Bank Transfer,Month-to-Month,Northeast,No
CUST00242,12,76.65,856.05,10.0,0.0,Yes,Yes,Enrolled,Premium,Low,Electronic Check,One Year,Midwest,No
CUST00243,10,83.7,812.38,1.9,2.0,Yes,No,Not Enrolled,Standard,High,Bank Transfer,One Year,Southwest,No
CUST00244,12,58.63,697.57,16.4,0.0,No,No,Enrolled,Basic,Low,Bank Transfer,Two Year,Southeast,No
CUST00245,19,64.03,1160.18,2.8,3.0,Yes,No,Enrolled,Standard,High,Credit Card,Month-to-Month,Midwest,No
CUST00246,16,45.92,800.27,2.8,,No,No,Enrolled,Premium,Low,Bank Transfer,Two Year,Midwest,No
CUST00247,57,61.7,3181.0,17.5,1.0,Yes,Yes,Not Enrolled,Basic,High,Electronic Check,One Year,Southwest,Yes
CUST00248,28,62.59,1830.37,10.7,1.0,No,Yes,Enrolled,Standard,,Credit Card,Two Year,Northeast,No
CUST00249,40,57.34,2112.73,,,No,,,,Low,,One Year,,No
CUST00250,4,53.91,,,,No,,,Standard,High,,Two Year,,No
CUST00251,1,38.95,8.21,2.8,3.0,Yes,No,Enrolled,Standard,VIP,Bank Transfer,Month-to-Month,West,Yes
CUST00252,2,75.36,85.48,3.0,0.0,No,No,Not Enrolled,Enterprise,Medium,Credit Card,Month-to-Month,Northeast,No
CUST00253,37,48.32,1849.54,,2.0,No,No,Not Enrolled,,Low,Credit Card,Month-to-Month,Southwest,Yes
CUST00254,9,116.74,968.68,16.2,2.0,No,No,Enrolled,Enterprise,High,Mailed Check,Month-to-Month,Southeast,No
CUST00255,13,36.7,494.89,8.1,2.0,No,No,Enrolled,Basic,Low,Bank Transfer,Two Year,Southwest,No
CUST00256,14,46.9,662.86,6.8,3.0,No,No,Not Enrolled,Standard,,Mailed Check,One Year,Southeast,No
CUST00257,4,68.92,249.08,9.7,2.0,No,No,Enrolled,Standard,Low,Credit Card,One Year,Southwest,No
CUST00258,22,60.11,1329.15,10.3,4.0,No,Yes,Enrolled,Basic,Low,Credit Card,One Year,Northeast,No
CUST00259,8,66.99,512.01,5.8,1.0,No,Yes,Not Enrolled,Basic,,Credit Card,Month-to-Month,Northeast,Yes
CUST00260,22,20.0,387.08,2.6,1.0,Yes,No,Enrolled,Basic,,Bank Transfer,One Year,West,No
CUST00261,6,22.61,139.1,40.7,2.0,No,Yes,Not Enrolled,Standard,,Bank Transfer,Month-to-Month,West,Yes
CUST00262,49,85.26,4351.85,1.4,2.0,No,No,Not Enrolled,Premium,,Electronic Check,One Year,Midwest,No
CUST00263,6,67.56,347.63,3.3,0.0,No,No,Not Enrolled,Standard,Low,Credit Card,Two Year,Southeast,No
CUST00264,9,54.52,514.29,12.7,0.0,No,No,Not Enrolled,Standard,,,Month-to-Month,West,Yes
CUST00265,10,65.36,630.46,2.1,0.0,No,No,Enrolled,Enterprise,Medium,,One Year,Midwest,No
CUST00266,5,80.6,410.69,18.5,1.0,Yes,Yes,Enrolled,Standard,Low,Credit Card,Month-to-Month,Northeast,Yes
CUST00267,23,77.56,1690.99,25.4,1.0,Yes,Yes,Enrolled,Enterprise,Medium,Bank Transfer,Two Year,Northeast,No
CUST00268,12,68.87,911.92,33.7,,No,No,Enrolled,Basic,Medium,Bank Transfer,Month-to-Month,West,No
CUST00269,54,44.46,2398.78,15.3,2.0,No,Yes,Enrolled,Basic,Medium,Electronic Check,Month-to-Month,Southeast,No
CUST00270,10,126.29,1202.16,2.8,2.0,Yes,Yes,Not Enrolled,Premium,Low,Mailed Check,One Year,Midwest,No
CUST00271,7,36.52,280.26,1.8,2.0,No,No,Not Enrolled,Basic,Low,Credit Card,Month-to-Month,West,Yes
CUST00272,7,47.47,353.86,2.1,0.0,No,No,Enrolled,Standard,,Credit Card,Month-to-Month,Midwest,Yes
CUST00273,22,25.31,590.4,9.9,2.0,No,No,Not Enrolled,Basic,Low,Electronic Check,Two Year,West,Yes
CUST00274,2,54.35,198.83,4.5,1.0,Yes,Yes,Enrolled,Standard,,Credit Card,Two Year,Midwest,Yes
CUST00275,4,21.75,63.21,,2.0,No,No,Not Enrolled,Basic,,Bank Transfer,Month-to-Month,Midwest,No
CUST00276,7,45.16,437.44,50.0,3.0,Yes,No,Enrolled,Enterprise,Low,Electronic Check,Month-to-Month,West,No
CUST00277,7,78.74,609.0,8.6,1.0,No,Yes,Not Enrolled,Standard,High,Bank Transfer,Two Year,Southeast,No
CUST00278,1,61.84,88.65,3.7,2.0,No,No,Enrolled,Basic,,Electronic Check,One Year,West,No
CUST00279,3,57.64,187.53,1.8,1.0,No,Yes,Enrolled,Standard,Medium,Electronic Check,Two Year,Northeast,Yes
CUST00280,25,46.83,1232.83,,,No,,,Basic,Low,,Month-to-Month,,No
CUST00281,5,78.64,367.93,4.6,1.0,No,Yes,Not Enrolled,Premium,,Electronic Check,Month-to-Month,Northeast,Yes
CUST00282,10,67.57,749.63,15.4,2.0,No,Yes,Not Enrolled,Enterprise,Low,Credit Card,Two Year,Northeast,No
CUST00283,4,62.84,158.1,4.1,2.0,No,No,Not Enrolled,Standard,,Credit Card,Two Year,Southeast,No
CUST00284,6,55.67,,,2.0,Yes,,,,,Credit Card,Month-to-Month,Midwest,Yes
CUST00285,19,84.24,1641.08,5.3,5.0,No,No,Not Enrolled,Basic,,Credit Card,One Year,Southeast,No
CUST00286,3,30.19,200.37,6.5,1.0,No,No,Enrolled,Basic,Medium,Bank Transfer,Month-to-Month,Southeast,Yes
CUST00287,30,96.1,2710.79,2.8,1.0,No,Yes,Not Enrolled,Premium,,Bank Transfer,Month-to-Month,Northeast,No
CUST00288,2,60.64,132.71,33.7,3.0,No,No,Enrolled,Basic,Medium,Bank Transfer,One Year,West,No
CUST00289,22,37.91,760.53,1.6,2.0,No,No,Not Enrolled,Basic,Medium,Electronic Check,One Year,Southeast,No
CUST00290,24,97.92,2250.53,13.9,4.0,No,No,Enrolled,Enterprise,,Electronic Check,One Year,Midwest,Yes
CUST00291,14,73.35,1053.47,50.0,1.0,No,No,Not Enrolled,Enterprise,Low,Credit Card,Two Year,Southwest,No
CUST00292,7,71.8,478.42,5.1,0.0,No,No,Not Enrolled,,Low,Electronic Check,Month-to-Month,West,Yes
CUST00293,11,67.89,,1.7,,No,No,,,Low,Credit Card,Month-to-Month,,Yes
CUST00294,2,38.78,31.65,12.4,0.0,Yes,Yes,Not Enrolled,Basic,,Mailed Check,Month-to-Month,Northeast,No
CUST00295,19,88.98,1659.4,19.4,2.0,No,No,Enrolled,Standard,,Electronic Check,Two Year,Midwest,No
CUST00296,40,50.85,2182.77,3.6,0.0,Yes,Yes,Not Enrolled,Standard,,Electronic Check,Month-to-Month,Midwest,No
CUST00297,1,20.0,0.0,14.8,2.0,Yes,No,Enrolled,Basic,Medium,Bank Transfer,Two Year,West,No
CUST00298,28,47.24,1216.93,7.0,,No,No,Not Enrolled,Standard,Low,Credit Card,Month-to-Month,Southeast,No
CUST00299,69,52.55,,,,No,,,,High,Electronic Check,Month-to-Month,,No
CUST00300,31,90.7,2627.43,21.2,2.0,No,No,Enrolled,Enterprise,,Bank Transfer,One Year,West,No
CUST00301,3,46.09,72.01,2.7,1.0,Yes,No,Not Enrolled,Enterprise,Medium,Bank Transfer,Two Year,West,No
CUST00302,4,42.89,151.63,,2.0,No,No,Enrolled,Basic,,Credit Card,Month-to-Month,Northeast,No
CUST00303,5,81.19,302.01,6.1,2.0,Yes,Yes,Enrolled,Premium,Low,Bank Transfer,Month-to-Month,Southeast,No
CUST00304,14,108.83,,7.6,,No,,,,,Electronic Check,Month-to-Month,Southeast,No
CUST00305,39,82.71,3112.4,17.0,2.0,Yes,No,Not Enrolled,Standard,Low,Credit Card,Month-to-Month,Southwest,Yes
CUST00306,12,77.59,908.82,4.0,2.0,No,No,Enrolled,Premium,,Electronic Check,Month-to-Month,Southeast,No
CUST00307,1,71.76,143.98,40.6,,No,No,Enrolled,Standard,Low,Bank Transfer,One Year,Northeast,Yes
CUST00308,32,54.65,1875.25,19.9,1.0,No,No,Not Enrolled,,Low,Credit Card,Two Year,Southwest,No
CUST00309,14,64.64,911.96,16.3,0.0,Yes,Yes,Enrolled,Standard,,Bank Transfer,One Year,Northeast,No
CUST00310,1,111.59,0.0,1.2,2.0,No,No,Enrolled,Premium,,Electronic Check,Two Year,Southeast,No
CUST00311,19,85.01,1562.03,5.2,4.0,No,No,Enrolled,Premium,Low,Credit Card,Two Year,Midwest,No
CUST00312,17,70.02,1197.14,3.0,1.0,No,No,Not Enrolled,Premium,Low,Bank Transfer,Month-to-Month,Midwest,No
CUST00313,13,41.27,590.3,43.2,3.0,No,No,Not Enrolled,Standard,,Credit Card,Month-to-Month,Midwest,No
CUST00314,8,62.52,480.85,50.0,1.0,No,Yes,Not Enrolled,Premium,High,Credit Card,Two Year,West,No
CUST00315,7,70.66,399.44,,0.0,No,Yes,Enrolled,Basic,,Credit Card,One Year,Northeast,No
CUST00316,5,92.17,,,,Yes,,,,High,,Month-to-Month,Southeast,Yes
CUST00317,14,80.39,1179.18,17.4,1.0,No,No,Not Enrolled,Premium,Low,Electronic Check,Two Year,Northeast,No
CUST00318,35,66.56,2174.17,30.2,0.0,Yes,Yes,Enrolled,Enterprise,,Credit Card,Month-to-Month,Northeast,No
CUST00319,2,71.59,163.98,12.9,3.0,No,Yes,Enrolled,Premium,Medium,Electronic Check,Month-to-Month,Southeast,No
CUST00320,33,92.05,2845.51,1.7,1.0,Yes,Yes,Enrolled,Enterprise,Medium,Electronic Check,Month-to-Month,Midwest,No
CUST00321,2,66.99,152.67,11.9,2.0,No,No,Not Enrolled,Basic,,Credit Card,One Year,West,No
CUST00322,12,47.52,560.21,13.2,3.0,Yes,No,Enrolled,Standard,Low,Electronic Check,Month-to-Month,Northeast,No
CUST00323,2,20.0,0.0,7.1,0.0,Yes,No,Not Enrolled,Basic,Low,Credit Card,Month-to-Month,West,Yes
CUST00324,44,84.52,3394.56,18.6,3.0,No,No,Enrolled,Premium,,Credit Card,One Year,Midwest,No
CUST00325,34,77.76,2832.54,13.0,1.0,No,Yes,Enrolled,Premium,,Mailed Check,Month-to-Month,Southeast,No
CUST00326,45,74.91,3366.22,24.0,1.0,Yes,No,Not Enrolled,Standard,,Bank Transfer,One Year,West,No
CUST00327,5,47.81,270.24,,4.0,No,No,Not Enrolled,Standard,Low,Mailed Check,One Year,West,Yes
CUST00328,1,92.66,36.21,21.6,1.0,No,Yes,Enrolled,Premium,Low,Bank Transfer,Month-to-Month,Northeast,No
CUST00329,9,25.39,173.28,,3.0,No,No,Not Enrolled,Standard,Low,Bank Transfer,Month-to-Month,Northeast,No
CUST00330,29,71.46,1988.75,10.2,2.0,Yes,No,Enrolled,Standard,,Electronic Check,Month-to-Month,Southwest,Yes
CUST00331,44,62.85,2667.09,3.2,3.0,No,No,Enrolled,Standard,Medium,Bank Transfer,Two Year,Midwest,No
CUST00332,5,76.35,454.82,6.5,1.0,No,No,Enrolled,Standard,,Bank Transfer,One Year,Midwest,Yes
CUST00333,24,61.1,1412.37,1.0,0.0,No,No,Not Enrolled,Basic,Medium,Electronic Check,Month-to-Month,West,No
CUST00334,1,70.56,33.39,6.2,1.0,Yes,Yes,Enrolled,Basic,Medium,Credit Card,Two Year,Midwest,Yes
CUST00335,3,48.69,107.18,3.9,1.0,Yes,No,Not Enrolled,Basic,,Mailed Check,Month-to-Month,Midwest,Yes
CUST00336,4,65.96,275.8,9.8,0.0,Yes,Yes,Not Enrolled,Premium,,Bank Transfer,Month-to-Month,Northeast,Yes
CUST00337,11,40.54,497.75,8.4,,No,Yes,Not Enrolled,Standard,Low,Credit Card,Two Year,Northeast,No
CUST00338,4,61.96,283.81,6.9,0.0,Yes,Yes,Not Enrolled,Basic,,Mailed Check,Month-to-Month,Southeast,Yes
CUST00339,13,53.52,703.61,2.7,3.0,No,No,Not Enrolled,Standard,,Bank Transfer,One Year,Northeast,No
CUST00340,19,80.42,1433.28,,3.0,No,No,Enrolled,Enterprise,Medium,Credit Card,One Year,Northeast,No
CUST00341,38,92.26,3812.87,2.9,1.0,No,Yes,Enrolled,Standard,High,Bank Transfer,Two Year,Southwest,No
CUST00342,1,22.3,,8.3,1.0,No,No,Enrolled,Basic,Low,Bank Transfer,Two Year,Northeast,No
CUST00343,20,47.1,815.62,3.1,1.0,No,No,Enrolled,Basic,VIP,Bank Transfer,Two Year,West,No
CUST00344,1,24.04,,18.6,,No,No,Enrolled,Enterprise,Medium,Electronic Check,Month-to-Month,Northeast,Yes
CUST00345,2,42.33,21.13,1.9,2.0,Yes,No,Enrolled,Basic,Low,Credit Card,Month-to-Month,Midwest,No
CUST00346,15,45.31,667.8,41.8,0.0,No,Yes,Not Enrolled,Basic,,Bank Transfer,Month-to-Month,Midwest,Yes
CUST00347,5,106.25,560.45,,0.0,No,No,Enrolled,Premium,Medium,Bank Transfer,Two Year,West,No
CUST00348,6,65.76,500.48,6.7,1.0,No,Yes,Enrolled,Premium,,Electronic Check,Month-to-Month,West,Yes
CUST00349,5,46.08,212.92,13.4,0.0,Yes,No,Enrolled,Standard,,Mailed Check,One Year,Southwest,Yes
CUST00350,13,28.05,368.6,6.2,1.0,No,No,Enrolled,Basic,,Mailed Check,Two Year,Southeast,No
CUST00351,3,109.53,328.36,8.4,,No,Yes,Not Enrolled,Basic,Low,Credit Card,Month-to-Month,Midwest,Yes
CUST00352,31,77.12,2444.29,3.8,1.0,No,No,Not Enrolled,Premium,,Credit Card,Month-to-Month,West,No
CUST00353,1,61.11,62.73,5.5,0.0,Yes,No,Enrolled,Standard,,Credit Card,Month-to-Month,Northeast,Yes
CUST00354,25,65.63,1772.69,1.8,0.0,No,Yes,Enrolled,Standard,Low,Electronic Check,Month-to-Month,Southeast,No
CUST00355,4,78.09,349.12,31.4,2.0,No,Yes,Enrolled,Premium,Medium,Electronic Check,One Year,Southeast,No
CUST00356,14,84.56,1247.24,8.6,3.0,No,No,Not Enrolled,Basic,,Bank Transfer,Month-to-Month,Southeast,No
CUST00357,20,116.32,2338.5,12.7,2.0,No,Yes,Enrolled,Standard,VIP,Mailed Check,Month-to-Month,Midwest,Yes
CUST00358,45,38.28,1780.18,22.1,1.0,Yes,No,Enrolled,Basic,Medium,Electronic Check,Month-to-Month,Southwest,Yes
CUST00359,7,92.4,610.97,2.6,1.0,No,No,Not Enrolled,Standard,Low,Bank Transfer,Two Year,Midwest,No
CUST00360,6,89.6,,9.3,,No,,,,Low,,One Year,,No
CUST00361,20,20.0,443.79,1.6,1.0,No,Yes,Enrolled,Basic,,Bank Transfer,Month-to-Month,Midwest,No
CUST00362,72,51.95,3794.39,13.4,2.0,No,No,Not Enrolled,Premium,High,Credit Card,Two Year,Northeast,No
CUST00363,44,91.87,4162.85,5.9,2.0,No,Yes,Not Enrolled,Enterprise,High,Credit Card,One Year,Southwest,No
CUST00364,1,78.39,86.93,25.4,1.0,Yes,No,Enrolled,Premium,High,Credit Card,Month-to-Month,West,Yes
CUST00365,13,51.55,592.28,,0.0,No,No,Not Enrolled,Basic,High,Mailed Check,One Year,Southeast,No
CUST00366,10,107.84,1086.24,5.0,3.0,No,No,Enrolled,Premium,Medium,,Month-to-Month,Southwest,Yes
CUST00367,43,89.69,3903.07,11.5,3.0,No,Yes,Enrolled,Premium,Medium,Electronic Check,One Year,West,No
CUST00368,5,45.47,284.11,5.1,0.0,No,No,Not Enrolled,Standard,,Credit Card,Two Year,Midwest,No
CUST00369,72,36.76,2567.06,7.6,0.0,No,No,Enrolled,Standard,,Bank Transfer,Month-to-Month,Southwest,No
CUST00370,9,90.12,878.26,7.0,1.0,No,Yes,Not Enrolled,Premium,Medium,Credit Card,Month-to-Month,Northeast,Yes
CUST00371,14,66.38,908.56,8.0,2.0,No,Yes,Enrolled,Premium,Medium,Bank Transfer,One Year,West,No
CUST00372,14,73.8,1034.7,7.5,2.0,Yes,Yes,Enrolled,Standard,High,Bank Transfer,Month-to-Month,West,No
CUST00373,1,81.72,95.18,29.8,0.0,Yes,No,Not Enrolled,Basic,Medium,Credit Card,Two Year,West,No
CUST00374,9,93.38,820.2,14.7,0.0,Yes,No,Enrolled,Premium,Low,Electronic Check,Month-to-Month,Southeast,No
CUST00375,26,89.69,2421.89,12.0,2.0,No,Yes,Enrolled,Premium,Low,Credit Card,Month-to-Month,Northeast,No
CUST00376,27,113.03,2860.72,2.9,,No,No,Not Enrolled,Enterprise,,Bank Transfer,Month-to-Month,Southwest,No
CUST00377,5,39.72,158.15,7.2,2.0,No,No,Enrolled,Basic,Low,Bank Transfer,Two Year,Northeast,No
CUST00378,15,79.78,1271.95,1.4,0.0,No,Yes,Not Enrolled,Standard,,,One Year,Southeast,No
CUST00379,25,70.07,1619.69,1.6,1.0,No,No,Enrolled,Premium,High,Bank Transfer,Month-to-Month,West,Yes
CUST00380,13,74.73,1115.23,50.0,0.0,No,No,Not Enrolled,Standard,Low,Electronic Check,One Year,Midwest,No
CUST00381,1,75.04,50.01,11.1,0.0,No,Yes,Enrolled,Standard,Low,Credit Card,One Year,Midwest,Yes
CUST00382,24,78.23,1958.3,38.1,4.0,No,Yes,Not Enrolled,Premium,,Credit Card,Month-to-Month,Southeast,No
CUST00383,7,93.54,630.3,31.1,2.0,No,No,Enrolled,Basic,,Credit Card,Month-to-Month,Midwest,No
CUST00384,11,72.23,831.65,16.9,1.0,No,Yes,Enrolled,Standard,Low,Electronic Check,Month-to-Month,Midwest,No
CUST00385,19,22.31,433.12,24.0,1.0,Yes,Yes,Not Enrolled,Standard,High,Credit Card,One Year,Southeast,No
CUST00386,14,40.43,651.38,13.6,5.0,No,No,Enrolled,Basic,,Mailed Check,Month-to-Month,Northeast,No
CUST00387,23,64.76,1462.07,19.6,1.0,No,No,Enrolled,Standard,Medium,Bank Transfer,Month-to-Month,West,No
CUST00388,72,107.99,7323.23,6.0,2.0,No,Yes,Enrolled,,High,Bank Transfer,Two Year,Northeast,No
CUST00389,8,28.28,258.48,1.8,0.0,No,Yes,Enrolled,Basic,,Bank Transfer,Two Year,Midwest,No
CUST00390,2,103.3,190.83,4.7,5.0,Yes,No,Not Enrolled,Premium,,Credit Card,Month-to-Month,West,Yes
CUST00391,6,67.65,373.64,26.6,1.0,No,,Not Enrolled,Standard,Low,Mailed Check,Month-to-Month,Southeast,No
CUST00392,18,74.07,1366.78,50.0,,No,Yes,Not Enrolled,Standard,,Bank Transfer,Month-to-Month,Northeast,Yes
CUST00393,14,47.47,730.37,11.3,2.0,No,Yes,Enrolled,Standard,,Credit Card,Two Year,Southwest,No
CUST00394,61,115.24,7135.61,32.2,4.0,No,No,Not Enrolled,Standard,VIP,Electronic Check,Month-to-Month,Midwest,No
CUST00395,14,108.85,1527.4,20.4,4.0,Yes,Yes,Enrolled,Premium,,Mailed Check,Two Year,Midwest,No
CUST00396,4,102.52,355.41,3.0,3.0,Yes,No,Not Enrolled,Premium,Medium,Mailed Check,One Year,Southwest,No
CUST00397,6,75.76,479.49,,2.0,No,No,Enrolled,Premium,,,Two Year,West,No
CUST00398,60,20.0,1258.0,1.8,,No,,Not Enrolled,Basic,Low,Electronic Check,Month-to-Month,Southwest,No
CUST00399,12,75.95,918.96,6.8,3.0,Yes,No,Not Enrolled,Basic,,Electronic Check,Month-to-Month,Midwest,Yes
CUST00400,24,99.53,2378.14,11.3,2.0,No,Yes,Enrolled,Basic,Low,Credit Card,One Year,West,No
CUST00401,19,84.04,1404.22,31.1,3.0,Yes,Yes,Enrolled,Enterprise,,Bank Transfer,Month-to-Month,Midwest,No
CUST00402,7,93.56,563.77,12.5,4.0,No,No,Enrolled,Enterprise,Low,,Month-to-Month,Southeast,No
CUST00403,26,85.66,2171.97,3.7,0.0,No,No,Enrolled,Enterprise,Medium,Mailed Check,Month-to-Month,Southeast,No
CUST00404,7,50.13,366.25,36.4,5.0,No,No,Enrolled,Premium,Low,Bank Transfer,One Year,Northeast,No
CUST00405,33,75.09,2577.63,4.0,1.0,No,No,Enrolled,Standard,Medium,Bank Transfer,Month-to-Month,Southeast,Yes
CUST00406,11,78.37,938.91,49.0,0.0,No,No,Not Enrolled,Enterprise,Low,Bank Transfer,One Year,Northeast,No
CUST00407,2,48.46,74.53,2.4,0.0,No,No,Enrolled,Basic,Low,,One Year,Midwest,No
CUST00408,11,64.22,737.9,6.7,2.0,No,No,Not Enrolled,Premium,Medium,Electronic Check,One Year,Southwest,No
CUST00409,4,84.49,366.94,8.7,0.0,No,Yes,Enrolled,Standard,,Mailed Check,Two Year,Southeast,No
CUST00410,40,76.03,3294.45,9.2,1.0,No,No,Not Enrolled,Premium,Medium,Credit Card,One Year,West,No
CUST00411,12,43.49,417.8,26.6,3.0,No,No,Enrolled,Standard,,Electronic Check,Two Year,West,No
CUST00412,3,74.06,,,,No,,Enrolled,Premium,Medium,,One Year,Midwest,Yes
CUST00413,9,107.73,1053.13,,2.0,No,Yes,Enrolled,Enterprise,,Bank Transfer,One Year,Southwest,No
CUST00414,10,42.49,382.12,10.0,1.0,No,Yes,Enrolled,Basic,,Mailed Check,One Year,Southeast,No
CUST00415,20,64.69,1304.91,26.5,2.0,Yes,No,Not Enrolled,Enterprise,Low,Credit Card,Two Year,Midwest,No
CUST00416,72,104.63,7990.97,20.3,2.0,Yes,Yes,Not Enrolled,Standard,,Credit Card,Month-to-Month,West,Yes
CUST00417,10,71.13,683.84,4.2,2.0,Yes,Yes,Not Enrolled,Standard,High,Bank Transfer,One Year,Southeast,Yes
CUST00418,22,78.66,1694.34,12.7,0.0,No,No,Enrolled,Basic,,Bank Transfer,Month-to-Month,Southwest,No
CUST00419,35,94.29,3220.8,5.0,0.0,No,No,Not Enrolled,Premium,Medium,Mailed Check,Two Year,Northeast,No
CUST00420,57,99.9,6024.94,50.0,4.0,No,No,Enrolled,,High,Bank Transfer,Month-to-Month,Northeast,No
CUST00421,2,81.75,250.86,0.5,4.0,Yes,No,Enrolled,Standard,,Mailed Check,Month-to-Month,Midwest,Yes
CUST00422,14,76.76,1182.35,,1.0,Yes,Yes,Enrolled,Standard,Low,Electronic Check,Month-to-Month,Northeast,No
CUST00423,4,94.82,447.34,14.8,1.0,Yes,Yes,Enrolled,Standard,Low,Credit Card,Month-to-Month,West,Yes
CUST00424,1,111.57,107.99,2.3,1.0,Yes,No,Enrolled,Premium,High,Bank Transfer,Two Year,Midwest,No
CUST00425,27,72.21,1860.98,0.9,,No,Yes,Enrolled,Standard,Low,Bank Transfer,Two Year,Northeast,No
CUST00426,29,41.03,1269.42,,,No,,,,Medium,,One Year,,No
CUST00427,23,74.31,1753.44,10.2,0.0,Yes,No,Enrolled,Premium,Low,Credit Card,Month-to-Month,Southeast,Yes
CUST00428,15,77.43,1117.8,19.8,2.0,No,Yes,Enrolled,Premium,,Mailed Check,Month-to-Month,Southeast,Yes
CUST00429,72,88.82,5976.79,50.0,3.0,No,No,Not Enrolled,Standard,Medium,Electronic Check,One Year,Southeast,No
CUST00430,7,24.72,181.94,6.5,4.0,No,Yes,Enrolled,Basic,High,Mailed Check,One Year,Northeast,Yes
CUST00431,10,54.83,402.4,15.0,1.0,Yes,Yes,Not Enrolled,Basic,,Bank Transfer,Month-to-Month,Midwest,Yes
CUST00432,30,44.68,,,,No,,Enrolled,,,Credit Card,Month-to-Month,Southeast,No
CUST00433,7,20.0,175.38,9.9,3.0,No,No,Enrolled,Basic,Low,Electronic Check,One Year,West,No
CUST00434,44,57.7,2420.28,3.3,2.0,No,No,Enrolled,Premium,Medium,Credit Card,Month-to-Month,Southwest,No
CUST00435,3,81.3,190.87,12.7,1.0,No,No,Enrolled,Enterprise,Low,Electronic Check,One Year,Northeast,No
CUST00436,15,57.19,943.36,8.5,3.0,No,Yes,Enrolled,Basic,Low,Credit Card,Two Year,Southeast,No
CUST00437,27,97.36,2458.1,1.4,1.0,No,Yes,Enrolled,Premium,,Credit Card,Month-to-Month,West,No
CUST00438,14,41.15,,,1.0,No,,,,,,Month-to-Month,,Yes
CUST00439,7,121.32,958.8,50.0,1.0,Yes,No,Not Enrolled,Premium,Low,Credit Card,Two Year,Southwest,Yes
CUST00440,10,81.89,812.64,2.6,,No,No,Enrolled,Premium,Low,Credit Card,One Year,West,No
CUST00441,10,69.24,665.83,1.6,1.0,No,Yes,Not Enrolled,Basic,Low,Mailed Check,Month-to-Month,Midwest,Yes
CUST00442,1,48.04,110.08,5.1,2.0,Yes,Yes,Not Enrolled,Standard,Low,Credit Card,One Year,Midwest,Yes
CUST00443,1,64.55,101.7,7.2,0.0,No,No,Enrolled,Basic,,Electronic Check,Month-to-Month,West,No
CUST00444,17,87.02,1619.74,7.7,2.0,No,No,Enrolled,Standard,,Mailed Check,Month-to-Month,Southwest,No
CUST00445,25,60.19,1360.0,9.1,0.0,No,No,Enrolled,Standard,Low,Credit Card,Month-to-Month,West,Yes
CUST00446,12,112.84,1376.22,8.2,0.0,Yes,,Not Enrolled,Enterprise,,Mailed Check,Month-to-Month,West,Yes
CUST00447,15,69.65,,,1.0,No,,,Standard,Low,,Two Year,,No
CUST00448,62,68.35,4126.61,3.2,1.0,Yes,Yes,Enrolled,Basic,Medium,Credit Card,One Year,Southeast,No
CUST00449,7,118.17,723.03,4.0,2.0,No,No,Not Enrolled,Standard,Low,Credit Card,Month-to-Month,West,No
CUST00450,12,23.24,269.54,11.7,,No,No,Enrolled,,High,Credit Card,Month-to-Month,Southwest,No
CUST00451,12,66.42,966.03,1.5,1.0,No,No,Enrolled,Premium,Low,Credit Card,Month-to-Month,Midwest,No
CUST00452,21,64.26,1073.11,,1.0,Yes,No,Not Enrolled,Standard,,Electronic Check,Month-to-Month,West,No
CUST00453,25,65.9,1749.53,10.4,0.0,No,No,Not Enrolled,Basic,,Credit Card,Two Year,Northeast,No
CUST00454,12,113.23,1403.67,,1.0,Yes,No,Not Enrolled,Premium,Low,Credit Card,Two Year,Southeast,No
CUST00455,25,84.93,1904.65,0.7,0.0,Yes,No,Enrolled,Premium,,Electronic Check,Month-to-Month,Southeast,No
