Customer_ID,Age,Annual_Income,Days_Since_Last_Purchase,Total_Spend,Has_Premium_Membership,Email_Subscriber,Used_Coupon,Customer_Satisfaction,Education_Level,Loyalty_Tier,Preferred_Category,Region,Payment_Method
1243,41,315.3,37.0,116.24,Yes,Subscribed,Yes,Very Dissatisfied,Bachelor's,Bronze,Sports,Central,Debit Card
1244,45,243.2,119.0,0.0,Yes,Subscribed,No,,Master's,Bronze,Clothing,West,Credit Card
1245,21,302.8,25.0,0.0,No,Subscribed,Yes,Very Satisfied,,Bronze,Clothing,South,PayPal
1246,31,214.5,9.0,0.0,No,Subscribed,Yes,Satisfied,Master's,Gold,Clothing,Central,Credit Card
1247,29,456.2,17.0,130.4,Yes,Not Subscribed,No,Satisfied,Bachelor's,Bronze,,North,Credit Card
1248,27,281.6,27.0,66.76,No,Subscribed,No,Satisfied,Bachelor's,Bronze,Books,East,Bank Transfer
1249,56,514.3,2.0,0.0,No,Subscribed,No,Neutral,PhD,Bronze,Clothing,Central,Credit Card
1250,40,175.7,29.0,0.0,Yes,Subscribed,Yes,Satisfied,High School,Bronze,,West,PayPal
1251,20,545.2,119.0,0.0,No,Subscribed,No,Satisfied,High School,Bronze,Electronics,West,PayPal
1252,46,737.1,6.0,0.0,No,Not Subscribed,No,Satisfied,Bachelor's,Bronze,Clothing,West,Credit Card
1253,60,135.1,47.0,104.85,No,Subscribed,Yes,Satisfied,High School,Bronze,Electronics,West,Credit Card
1254,47,,72.0,0.0,No,Not Subscribed,No,Neutral,PhD,Silver,Sports,Central,PayPal
1255,18,933.7,86.0,277.24,No,Subscribed,Yes,Neutral,Bachelor's,Platinum,Home & Garden,South,
1256,29,216.3,97.0,114.77,No,Not Subscribed,Yes,Satisfied,Bachelor's,Bronze,Home & Garden,North,Debit Card
1257,50,1219.4,22.0,165.61,No,Subscribed,Yes,Neutral,Bachelor's,Bronze,Electronics,East,Bank Transfer
1258,27,574.8,114.0,37.49,Yes,Subscribed,Yes,Satisfied,Bachelor's,Silver,Electronics,West,Credit Card
1259,40,292.8,42.0,5.61,Yes,Not Subscribed,No,Neutral,High School,Silver,Electronics,South,Credit Card
1260,44,432.3,5.0,0.0,No,Subscribed,No,Dissatisfied,Bachelor's,Bronze,Clothing,North,PayPal
1261,24,624.9,19.0,0.0,No,Not Subscribed,No,Neutral,Bachelor's,Gold,Home & Garden,South,Debit Card
1262,34,467.9,38.0,57.5,Yes,Not Subscribed,No,Very Satisfied,Bachelor's,Bronze,Home & Garden,Central,Credit Card
1263,18,617.6,9.0,195.62,No,Subscribed,Yes,Neutral,Master's,Bronze,Home & Garden,West,Credit Card
1264,23,257.3,31.0,0.0,Yes,Subscribed,No,Satisfied,High School,Silver,Clothing,South,PayPal
1265,32,494.8,33.0,0.0,No,Subscribed,No,Satisfied,High School,Gold,Clothing,North,Bank Transfer
1266,20,191.4,5.0,3.24,No,Not Subscribed,Yes,Dissatisfied,High School,Silver,Electronics,South,Credit Card
1267,55,418.2,25.0,0.0,No,Not Subscribed,No,,Bachelor's,Bronze,Electronics,North,PayPal
1268,18,259.9,44.0,82.75,No,Subscribed,No,Satisfied,Master's,Bronze,,North,Bank Transfer
1269,30,,21.0,0.0,Yes,Subscribed,No,,Master's,Bronze,Home & Garden,Central,
1270,37,938.5,0.0,98.05,No,Subscribed,No,Very Satisfied,Bachelor's,Bronze,Electronics,Central,Debit Card
1271,52,860.4,0.0,62.27,Yes,Not Subscribed,Yes,Neutral,Bachelor's,Silver,Electronics,North,PayPal
1272,18,644.2,13.0,0.0,No,Subscribed,Yes,Dissatisfied,Bachelor's,Silver,Sports,North,Bank Transfer
1273,49,232.1,78.0,13.02,Yes,Subscribed,Yes,Very Satisfied,,Silver,Home & Garden,South,Debit Card
1274,35,369.7,8.0,0.9,No,Not Subscribed,No,Neutral,High School,Platinum,Home & Garden,East,Gift Card
1275,23,925.6,30.0,76.48,No,Subscribed,No,Satisfied,PhD,Bronze,Clothing,South,Debit Card
1276,41,486.7,8.0,0.0,No,Subscribed,No,Satisfied,Bachelor's,Silver,Clothing,South,Debit Card
1277,37,1797.6,12.0,102.54,No,Not Subscribed,Yes,Neutral,PhD,Silver,Books,South,Credit Card
1278,28,566.0,57.0,177.73,No,Not Subscribed,Yes,Satisfied,Bachelor's,Bronze,Sports,West,Credit Card
1279,36,501.6,39.0,51.78,Yes,Subscribed,No,Dissatisfied,Bachelor's,Silver,Clothing,West,Debit Card
1280,30,371.3,3.0,128.39,Yes,Subscribed,No,Neutral,High School,Bronze,Sports,West,Credit Card
1281,36,484.3,17.0,0.0,No,Subscribed,Yes,,High School,Silver,Sports,South,PayPal
1282,43,407.9,1.0,32.49,Yes,Subscribed,No,Very Satisfied,Bachelor's,Bronze,Clothing,Central,Credit Card
1283,54,683.7,20.0,0.0,Yes,Not Subscribed,No,Neutral,Bachelor's,Bronze,Clothing,Central,Debit Card
1284,20,793.6,33.0,0.0,No,Subscribed,No,Satisfied,High School,Silver,Electronics,North,Credit Card
1285,61,278.9,4.0,0.0,No,,No,Very Satisfied,High School,Silver,Electronics,South,Debit Card
1286,18,201.1,,132.03,No,Not Subscribed,Yes,Satisfied,High School,Bronze,Home & Garden,East,
1287,33,148.5,15.0,106.03,No,Subscribed,No,Satisfied,Bachelor's,Bronze,Clothing,North,Credit Card
1288,42,606.3,76.0,56.11,No,Subscribed,No,Satisfied,Bachelor's,Bronze,Sports,East,PayPal
1289,38,230.6,150.0,0.0,Yes,Subscribed,Yes,Neutral,High School,Bronze,Books,East,Credit Card
1290,28,122.8,1.0,0.0,No,Not Subscribed,Yes,Satisfied,High School,Silver,Electronics,East,Credit Card
1291,33,564.4,43.0,109.6,No,Not Subscribed,No,Satisfied,High School,Gold,Clothing,South,Credit Card
1292,29,1995.0,14.0,228.51,No,Subscribed,Yes,Very Satisfied,Bachelor's,Bronze,Sports,East,Credit Card
1293,28,445.4,15.0,0.0,Yes,Not Subscribed,Yes,Very Satisfied,High School,Silver,Sports,Central,Bank Transfer
1294,45,739.3,42.0,0.0,No,Subscribed,No,Very Satisfied,Master's,Bronze,Sports,South,Credit Card
1295,39,,75.0,29.55,Yes,Not Subscribed,Yes,Very Satisfied,High School,Silver,Clothing,West,Debit Card
1296,27,421.3,90.0,81.89,Yes,Subscribed,No,Satisfied,High School,Bronze,Clothing,North,Credit Card
1297,46,775.9,26.0,0.0,Yes,Subscribed,Yes,Satisfied,Master's,Bronze,Home & Garden,North,PayPal
1298,39,375.6,13.0,22.06,No,Not Subscribed,No,Very Satisfied,Bachelor's,Silver,Books,East,Credit Card
1299,45,524.8,46.0,90.91,No,Subscribed,Yes,Neutral,High School,Bronze,Clothing,North,Debit Card
1300,43,542.2,9.0,133.06,No,Subscribed,Yes,Very Satisfied,Master's,Silver,Books,North,Debit Card
1301,25,299.4,25.0,102.24,No,Subscribed,Yes,Satisfied,Bachelor's,Silver,Clothing,North,Debit Card
1302,28,810.6,13.0,74.13,No,Subscribed,No,Satisfied,Master's,Bronze,Books,East,Credit Card
1303,44,402.5,32.0,0.0,Yes,Subscribed,No,,Bachelor's,Bronze,Home & Garden,West,Debit Card
1304,42,284.0,8.0,0.0,Yes,Not Subscribed,Yes,Very Satisfied,Bachelor's,Silver,Clothing,South,Credit Card
1305,35,,6.0,19.78,No,Subscribed,No,Neutral,PhD,Silver,Home & Garden,West,Credit Card
1306,36,260.7,75.0,137.02,No,Subscribed,No,Satisfied,High School,Bronze,Clothing,North,PayPal
1307,50,454.6,3.0,186.01,No,Not Subscribed,No,Satisfied,Bachelor's,Bronze,Clothing,West,PayPal
1308,28,444.6,21.0,80.28,Yes,Subscribed,Yes,Neutral,Bachelor's,Silver,,South,PayPal
1309,42,857.6,7.0,94.09,Yes,,No,,High School,Bronze,Electronics,West,Debit Card
1310,33,594.3,1.0,89.72,Yes,Not Subscribed,Yes,Satisfied,High School,Bronze,Clothing,Central,Credit Card
1311,32,440.3,1.0,0.0,No,Not Subscribed,Yes,Satisfied,High School,Bronze,Sports,Central,Credit Card
1312,48,730.1,6.0,79.51,No,Not Subscribed,No,Neutral,Bachelor's,Silver,Home & Garden,North,Credit Card
1313,45,1029.4,60.0,294.61,No,Not Subscribed,No,Satisfied,Bachelor's,Silver,Electronics,Central,Debit Card
1314,45,624.7,10.0,0.0,No,Subscribed,Yes,,Bachelor's,Platinum,Sports,North,PayPal
1315,51,449.8,90.0,189.49,No,Not Subscribed,Yes,Satisfied,High School,Silver,Home & Garden,Central,Credit Card
1316,35,203.5,26.0,0.0,No,Subscribed,No,Neutral,Bachelor's,Gold,Books,South,Debit Card
1317,43,235.9,17.0,138.4,Yes,Not Subscribed,No,Very Satisfied,,Bronze,Home & Garden,South,PayPal
1318,31,372.2,26.0,0.0,No,Subscribed,Yes,Satisfied,Bachelor's,Silver,Electronics,North,PayPal
1319,39,310.1,22.0,79.63,No,Not Subscribed,No,Satisfied,Bachelor's,Bronze,Clothing,North,PayPal
1320,33,399.6,43.0,0.0,Yes,Not Subscribed,Yes,Satisfied,Master's,Silver,Home & Garden,West,PayPal
1321,36,462.5,10.0,0.0,No,Not Subscribed,Yes,Neutral,Master's,Bronze,Electronics,Central,Debit Card
1322,42,614.2,13.0,34.02,No,Subscribed,No,Satisfied,Bachelor's,Bronze,Electronics,West,Credit Card
1323,25,428.5,67.0,128.94,No,Subscribed,Yes,,Master's,Silver,Electronics,West,Credit Card
1324,60,598.5,88.0,0.0,No,Not Subscribed,Yes,Satisfied,Bachelor's,Silver,Clothing,West,Credit Card
1325,23,464.6,67.0,0.0,No,Not Subscribed,No,Satisfied,Master's,Bronze,,South,PayPal
1326,20,136.6,16.0,8.0,No,Subscribed,No,Satisfied,High School,Silver,Clothing,North,Gift Card
1327,49,254.4,45.0,0.0,Yes,Not Subscribed,Yes,Dissatisfied,High School,Bronze,Electronics,North,PayPal
1328,44,410.0,19.0,82.99,Yes,Not Subscribed,No,Satisfied,High School,Bronze,Home & Garden,South,Credit Card
1329,42,216.3,21.0,102.22,Yes,Subscribed,No,Neutral,Master's,Silver,Home & Garden,South,Debit Card
1330,43,640.7,7.0,79.34,Yes,Not Subscribed,Yes,Dissatisfied,Bachelor's,Bronze,Clothing,North,Debit Card
1331,35,1119.9,27.0,284.09,No,Subscribed,No,Very Satisfied,High School,Gold,Electronics,North,Gift Card
1332,24,,6.0,61.8,No,Subscribed,Yes,Satisfied,High School,Bronze,Electronics,North,PayPal
1333,36,393.3,12.0,0.0,Yes,Subscribed,Yes,Satisfied,,Silver,Clothing,Central,Gift Card
1334,27,1093.4,58.0,0.0,No,Subscribed,No,Satisfied,Master's,Silver,Electronics,North,Credit Card
1335,47,488.7,7.0,44.17,Yes,Not Subscribed,No,Very Satisfied,Bachelor's,Bronze,Clothing,East,Credit Card
1336,33,365.2,2.0,0.0,No,Subscribed,Yes,Satisfied,Bachelor's,Bronze,Home & Garden,East,Credit Card
1337,25,309.4,,137.51,Yes,Not Subscribed,Yes,Satisfied,Bachelor's,Silver,Clothing,East,Debit Card
1338,31,372.8,85.0,98.74,No,Not Subscribed,No,Neutral,Bachelor's,Silver,Electronics,North,Credit Card
1339,40,354.1,21.0,0.0,Yes,Not Subscribed,Yes,Very Satisfied,Master's,Bronze,Clothing,South,PayPal
1340,28,495.1,16.0,66.22,No,Subscribed,Yes,Very Satisfied,High School,Bronze,Home & Garden,North,PayPal
1341,25,492.2,50.0,115.47,No,Not Subscribed,Yes,Very Satisfied,Bachelor's,Bronze,Sports,South,Credit Card
1342,38,447.8,54.0,182.56,No,Subscribed,No,Neutral,Bachelor's,Bronze,Sports,North,Gift Card
1343,38,581.0,,155.76,Yes,Subscribed,Yes,Neutral,Bachelor's,Bronze,Home & Garden,East,Credit Card
1344,29,913.2,35.0,153.14,Yes,Subscribed,Yes,Neutral,Bachelor's,Bronze,Clothing,West,Credit Card
1345,29,790.2,44.0,88.85,Yes,Subscribed,No,Neutral,Bachelor's,Silver,Clothing,East,Debit Card
1346,38,183.4,32.0,51.67,No,Not Subscribed,No,Very Satisfied,High School,Silver,Sports,East,Credit Card
1347,18,96.6,5.0,135.81,Yes,Subscribed,No,Very Dissatisfied,Bachelor's,Gold,Electronics,South,Debit Card
1348,18,783.0,63.0,0.0,No,Not Subscribed,Yes,Dissatisfied,High School,Silver,Books,West,Debit Card
1349,26,196.9,23.0,0.0,No,Subscribed,No,Neutral,High School,Gold,Home & Garden,South,Bank Transfer
1350,32,390.6,10.0,0.0,No,Subscribed,Yes,Neutral,High School,Bronze,Home & Garden,West,Gift Card
1351,39,221.5,17.0,56.88,No,Not Subscribed,Yes,Neutral,Master's,Silver,Electronics,West,Credit Card
1352,53,151.6,1.0,142.47,Yes,Not Subscribed,No,Satisfied,Bachelor's,Gold,Home & Garden,South,PayPal
1353,45,618.6,,0.0,Yes,Subscribed,Yes,Satisfied,Bachelor's,Silver,Clothing,South,Credit Card
1354,33,704.9,44.0,0.0,No,Subscribed,Yes,Very Dissatisfied,Bachelor's,Bronze,Electronics,East,Credit Card
1355,35,316.3,0.0,2.46,No,Subscribed,Yes,,Bachelor's,Silver,Clothing,North,Credit Card
1356,23,94.4,16.0,95.61,Yes,Subscribed,Yes,Satisfied,Bachelor's,Gold,Sports,North,Credit Card
1357,35,,22.0,95.05,Yes,Not Subscribed,Yes,Dissatisfied,Bachelor's,Silver,Clothing,North,Gift Card
1358,32,565.5,2.0,86.79,No,Not Subscribed,No,Satisfied,Bachelor's,Bronze,Clothing,North,Credit Card
1359,39,184.1,108.0,0.0,Yes,,Yes,Satisfied,Bachelor's,Silver,Electronics,East,PayPal
1360,25,499.0,8.0,0.0,No,Not Subscribed,Yes,Satisfied,Bachelor's,Platinum,Home & Garden,West,PayPal
1361,41,442.9,11.0,91.49,No,Subscribed,Yes,Satisfied,Master's,Bronze,Home & Garden,South,PayPal
1362,53,632.8,11.0,0.0,Yes,Subscribed,No,,Master's,Silver,,Central,Bank Transfer
1363,34,480.3,8.0,225.85,Yes,Subscribed,No,Very Satisfied,High School,Bronze,Clothing,Central,Credit Card
1364,40,249.3,0.0,69.04,Yes,Not Subscribed,Yes,Very Satisfied,High School,Silver,Clothing,Central,PayPal
1365,43,916.5,39.0,0.0,No,Subscribed,No,Very Satisfied,Bachelor's,Silver,Home & Garden,West,PayPal
1366,30,406.5,102.0,0.0,No,Subscribed,Yes,Very Dissatisfied,Bachelor's,Bronze,Electronics,South,Credit Card
1367,38,439.7,8.0,54.55,No,,Yes,Very Satisfied,High School,Bronze,Books,North,PayPal
1368,35,255.3,33.0,0.0,No,Subscribed,Yes,Very Satisfied,Master's,Silver,Home & Garden,East,Debit Card
1369,36,342.6,41.0,150.04,No,Not Subscribed,Yes,Very Satisfied,High School,Bronze,Clothing,East,Credit Card
1370,26,262.9,57.0,34.0,Yes,Subscribed,Yes,Dissatisfied,Master's,Bronze,Clothing,West,Credit Card
1371,35,403.0,16.0,0.0,Yes,Subscribed,No,Satisfied,,Silver,Sports,Central,Credit Card
1372,41,1248.4,11.0,342.3,No,Not Subscribed,Yes,Very Satisfied,Master's,Bronze,Electronics,East,Debit Card
1373,52,196.3,12.0,32.91,Yes,Not Subscribed,No,,High School,Bronze,Clothing,South,Debit Card
1374,47,169.8,37.0,88.1,Yes,Not Subscribed,Yes,,High School,Gold,Home & Garden,North,PayPal
1375,61,1080.6,51.0,68.48,No,Subscribed,Yes,Very Satisfied,Bachelor's,Bronze,Clothing,North,PayPal
1376,26,394.3,6.0,54.93,No,Subscribed,Yes,Satisfied,High School,Bronze,,East,Gift Card
1377,45,299.2,14.0,75.59,No,Subscribed,No,Satisfied,Bachelor's,Silver,Electronics,East,
1378,37,834.2,70.0,0.0,No,Subscribed,Yes,Satisfied,Bachelor's,Silver,Sports,West,Debit Card
1379,61,310.8,49.0,230.9,Yes,Not Subscribed,No,Very Satisfied,High School,Gold,Electronics,East,Debit Card
1380,25,1337.0,126.0,265.88,No,Subscribed,Yes,Dissatisfied,High School,Gold,Electronics,Central,PayPal
1381,25,671.4,42.0,31.67,Yes,Subscribed,Yes,Satisfied,Master's,Silver,Sports,West,PayPal
1382,28,333.6,15.0,0.0,No,Subscribed,Yes,Satisfied,High School,Bronze,Home & Garden,West,Gift Card
1383,18,1631.0,27.0,265.37,No,Subscribed,Yes,Satisfied,,Bronze,Clothing,North,Gift Card
1384,29,310.8,32.0,19.66,Yes,Not Subscribed,Yes,Satisfied,Bachelor's,Bronze,Electronics,Central,
1385,26,697.7,2.0,103.37,No,Subscribed,Yes,Very Satisfied,PhD,Bronze,Home & Garden,West,Credit Card
1386,37,534.9,24.0,41.18,Yes,Subscribed,No,Very Satisfied,Bachelor's,Silver,Clothing,North,
1387,39,976.2,37.0,102.37,No,Subscribed,Yes,Dissatisfied,High School,Silver,Books,North,Credit Card
1388,58,,5.0,243.41,No,Subscribed,No,Satisfied,Bachelor's,Bronze,Books,Central,Gift Card
1389,46,455.7,46.0,87.98,No,Subscribed,Yes,,Master's,Silver,Home & Garden,North,Credit Card
1390,28,284.4,26.0,0.0,No,Not Subscribed,No,Neutral,Master's,Bronze,Clothing,East,Credit Card
1391,24,589.1,91.0,156.25,Yes,Subscribed,No,Satisfied,Bachelor's,Bronze,,South,Credit Card
1392,41,297.7,1.0,184.47,No,Not Subscribed,Yes,Very Satisfied,Bachelor's,Silver,Home & Garden,West,Credit Card
1393,19,1496.1,9.0,488.78,No,Not Subscribed,Yes,Very Satisfied,Bachelor's,Bronze,Electronics,West,Credit Card
1394,57,485.2,28.0,0.0,Yes,Not Subscribed,No,Dissatisfied,High School,Bronze,Clothing,South,PayPal
1395,49,359.0,11.0,32.11,No,Not Subscribed,No,Dissatisfied,Bachelor's,Bronze,Electronics,East,Debit Card
1396,29,499.4,38.0,0.0,No,Subscribed,Yes,Satisfied,Bachelor's,Bronze,Electronics,Central,Bank Transfer
1397,18,199.2,43.0,60.1,Yes,Subscribed,Yes,Satisfied,PhD,Silver,Electronics,West,PayPal
1398,51,249.5,3.0,0.0,No,Subscribed,No,Neutral,High School,Gold,Clothing,Central,PayPal
1399,34,918.6,22.0,286.63,Yes,Not Subscribed,Yes,Very Satisfied,High School,Bronze,Sports,East,PayPal
1400,50,301.4,21.0,0.0,No,,No,Very Satisfied,Bachelor's,Bronze,,South,PayPal
1401,18,238.5,14.0,0.0,Yes,Not Subscribed,Yes,Satisfied,Bachelor's,Silver,Clothing,South,PayPal
1402,28,616.8,81.0,0.0,No,Subscribed,Yes,Very Satisfied,Master's,Gold,Electronics,West,Credit Card
1403,35,910.5,53.0,0.0,No,Not Subscribed,No,Neutral,High School,Bronze,Home & Garden,North,Credit Card
1404,36,688.1,36.0,162.42,No,Subscribed,No,,High School,Bronze,Clothing,South,Credit Card
1405,30,812.6,,0.0,No,Subscribed,Yes,Satisfied,,Silver,Home & Garden,North,Credit Card
1406,42,,19.0,11.07,No,Subscribed,No,Dissatisfied,Bachelor's,Silver,Books,East,Debit Card
1407,22,190.5,76.0,0.0,No,Subscribed,No,Very Satisfied,Master's,Bronze,Electronics,West,Credit Card
1408,33,1100.4,36.0,112.76,Yes,Subscribed,No,,Bachelor's,Silver,Electronics,North,Gift Card
1409,36,368.3,39.0,215.79,No,Subscribed,Yes,,Master's,Bronze,Clothing,West,Gift Card
1410,41,384.6,59.0,62.51,No,Subscribed,No,Neutral,Bachelor's,Bronze,Books,Central,Bank Transfer
1411,44,991.8,10.0,0.0,No,Not Subscribed,No,Very Dissatisfied,Master's,Bronze,Sports,South,Bank Transfer
1412,22,624.1,49.0,6.56,No,Not Subscribed,No,Dissatisfied,Bachelor's,Silver,Sports,West,Credit Card
1413,18,587.6,,54.89,No,Not Subscribed,No,Satisfied,Master's,Bronze,Clothing,Central,PayPal
1414,50,1638.6,13.0,153.78,No,Subscribed,Yes,Satisfied,High School,Bronze,,Central,Credit Card
1415,39,303.8,12.0,0.0,No,Not Subscribed,No,Neutral,Bachelor's,Bronze,Electronics,South,Debit Card
1416,26,780.0,115.0,130.75,Yes,Not Subscribed,No,Satisfied,High School,Silver,Electronics,North,Gift Card
1417,54,462.6,58.0,0.0,No,Subscribed,Yes,Satisfied,Bachelor's,Bronze,Sports,North,Gift Card
1418,36,525.2,36.0,0.16,No,Subscribed,Yes,Satisfied,Bachelor's,Bronze,Books,West,PayPal
1419,49,1118.4,39.0,10.34,No,Subscribed,Yes,Satisfied,High School,Bronze,Electronics,West,Debit Card
1420,36,606.2,25.0,72.81,No,Subscribed,No,Very Satisfied,PhD,Silver,Electronics,West,Credit Card
1421,60,617.4,88.0,59.29,Yes,Not Subscribed,Yes,Satisfied,High School,Bronze,Electronics,South,Credit Card
1422,56,850.7,21.0,0.0,No,Not Subscribed,No,Satisfied,Master's,Bronze,Electronics,North,Debit Card
1423,32,359.1,14.0,0.0,No,Subscribed,No,Neutral,PhD,Bronze,Electronics,East,PayPal
1424,47,270.2,5.0,43.16,Yes,Not Subscribed,No,Neutral,High School,Silver,Books,East,Bank Transfer
1425,43,238.8,46.0,3.68,No,Not Subscribed,No,Very Dissatisfied,Bachelor's,Bronze,Home & Garden,West,Credit Card
1426,51,137.4,40.0,0.0,Yes,Not Subscribed,No,Satisfied,High School,Silver,Sports,East,Gift Card
1427,23,1535.0,15.0,25.61,No,Subscribed,Yes,Neutral,High School,Silver,Sports,South,PayPal
1428,43,230.6,1.0,101.12,Yes,Not Subscribed,No,Neutral,Bachelor's,Gold,Clothing,South,Debit Card
1429,48,391.4,55.0,0.0,No,Subscribed,Yes,Satisfied,Master's,Bronze,Sports,South,Debit Card
1430,18,378.6,0.0,24.12,No,Subscribed,No,Neutral,High School,Gold,Home & Garden,South,Gift Card
1431,21,537.6,36.0,226.18,No,Subscribed,Yes,Neutral,Bachelor's,Bronze,,North,Credit Card
1432,18,729.3,105.0,0.0,No,Subscribed,No,Neutral,Bachelor's,Bronze,Home & Garden,South,Bank Transfer
1433,32,749.1,17.0,0.0,No,Not Subscribed,No,,Master's,Silver,Clothing,North,Credit Card
1434,44,315.1,8.0,117.05,Yes,Subscribed,No,Dissatisfied,,Bronze,Sports,North,Credit Card
1435,53,404.4,37.0,0.0,Yes,Subscribed,Yes,Satisfied,Bachelor's,Bronze,Books,West,PayPal
1436,36,529.6,51.0,0.0,No,Subscribed,Yes,Satisfied,Bachelor's,Bronze,Clothing,South,Debit Card
1437,55,385.0,24.0,0.0,Yes,Not Subscribed,No,Satisfied,Bachelor's,Silver,Sports,West,PayPal
1438,18,1172.6,102.0,138.48,No,Subscribed,Yes,,Master's,Bronze,Electronics,West,Debit Card
1439,18,600.1,2.0,173.87,No,Not Subscribed,No,,Master's,Silver,Sports,East,Debit Card
1440,34,694.7,21.0,130.93,No,Subscribed,Yes,Very Dissatisfied,High School,Silver,Clothing,Central,Credit Card
1441,40,665.4,38.0,124.31,No,Subscribed,No,Neutral,Bachelor's,Silver,Electronics,North,Bank Transfer
1442,35,903.9,60.0,0.0,Yes,Subscribed,Yes,,,Bronze,Clothing,West,Credit Card
1443,18,498.3,6.0,0.0,No,Subscribed,No,Dissatisfied,Bachelor's,Gold,Home & Garden,Central,Gift Card
1444,34,205.3,48.0,0.0,No,Subscribed,No,Neutral,Bachelor's,Bronze,Electronics,Central,Credit Card
1445,19,568.2,24.0,0.0,No,Subscribed,Yes,Neutral,Bachelor's,Bronze,Books,North,PayPal
1446,43,302.4,15.0,100.87,No,Not Subscribed,Yes,,Bachelor's,Bronze,Electronics,South,PayPal
1447,39,325.5,4.0,77.39,Yes,Not Subscribed,Yes,Satisfied,PhD,Bronze,Books,North,Credit Card
1448,24,635.5,60.0,23.54,No,Subscribed,No,Neutral,High School,Bronze,Home & Garden,West,Credit Card
1449,29,939.7,5.0,51.16,No,Subscribed,No,Satisfied,Master's,Bronze,Clothing,West,Credit Card
1450,22,452.8,11.0,0.0,No,Not Subscribed,No,Neutral,Bachelor's,Bronze,Clothing,South,Credit Card
1451,34,538.0,10.0,65.77,Yes,Subscribed,No,,Bachelor's,Bronze,Home & Garden,East,Credit Card
1452,46,1241.3,62.0,117.04,No,Subscribed,Yes,Satisfied,Master's,Silver,Home & Garden,West,PayPal
1453,23,516.5,34.0,0.0,No,Not Subscribed,Yes,Very Dissatisfied,Bachelor's,Silver,Home & Garden,East,Debit Card
1454,41,2129.4,48.0,291.37,Yes,Not Subscribed,Yes,Dissatisfied,Bachelor's,Silver,Clothing,Central,PayPal
1455,29,627.6,9.0,166.31,No,Subscribed,Yes,Satisfied,Bachelor's,Bronze,Clothing,West,Gift Card
1456,25,155.4,29.0,0.0,No,Subscribed,No,Very Satisfied,Bachelor's,Bronze,Books,North,PayPal
1457,34,702.5,25.0,91.77,No,Subscribed,No,,Master's,Gold,Electronics,West,Debit Card
1458,23,561.9,54.0,308.18,No,Not Subscribed,Yes,Dissatisfied,Master's,Bronze,Clothing,South,Debit Card
1459,28,969.2,71.0,48.25,Yes,Subscribed,No,Very Satisfied,High School,Silver,Clothing,East,PayPal
1460,21,669.5,0.0,84.31,No,Subscribed,No,Satisfied,High School,Bronze,Sports,Central,Debit Card
1461,59,411.4,34.0,0.0,No,,Yes,Satisfied,Bachelor's,Gold,Sports,Central,Credit Card
1462,35,214.4,2.0,21.97,No,Subscribed,Yes,Very Satisfied,High School,Bronze,Clothing,South,Gift Card
1463,27,394.3,24.0,51.88,No,Not Subscribed,Yes,Satisfied,Bachelor's,Bronze,Electronics,South,Debit Card
1464,38,268.3,10.0,36.89,No,Not Subscribed,No,Neutral,High School,Silver,Electronics,South,Credit Card
1465,34,315.5,11.0,0.0,Yes,Not Subscribed,No,Satisfied,Bachelor's,Bronze,Clothing,East,Debit Card
1466,32,636.3,13.0,44.23,No,Subscribed,No,Satisfied,High School,Bronze,Clothing,North,Credit Card
1467,42,,29.0,267.74,No,Subscribed,Yes,Satisfied,Bachelor's,Bronze,Books,East,Credit Card
1468,44,566.4,12.0,71.13,No,Subscribed,Yes,Satisfied,Bachelor's,Silver,Clothing,North,Credit Card
1469,29,218.1,40.0,125.44,No,Subscribed,No,Very Satisfied,Bachelor's,Bronze,Clothing,South,Debit Card
1470,28,583.7,16.0,55.33,No,Not Subscribed,No,Very Satisfied,PhD,Bronze,Sports,South,Debit Card
1471,32,916.5,2.0,122.3,No,Subscribed,No,,Master's,Bronze,,Central,Debit Card
1472,18,310.0,46.0,41.01,Yes,Subscribed,No,Very Satisfied,Bachelor's,Bronze,Home & Garden,West,Credit Card
1473,18,412.5,10.0,0.0,No,,Yes,Very Satisfied,High School,Silver,Electronics,South,PayPal
1474,51,451.0,17.0,51.55,No,Not Subscribed,No,Dissatisfied,Master's,Bronze,Clothing,North,Debit Card
1475,55,279.1,35.0,0.0,No,Subscribed,No,Neutral,Master's,Bronze,Books,East,Credit Card
1476,32,659.5,12.0,19.58,No,Subscribed,Yes,Satisfied,Master's,Bronze,Home & Garden,South,PayPal
1477,42,415.7,2.0,62.26,No,Subscribed,No,,High School,Bronze,Clothing,East,Credit Card
1478,39,575.0,14.0,101.83,No,Not Subscribed,Yes,,PhD,Bronze,Home & Garden,West,Credit Card
1479,72,262.5,87.0,0.0,No,Subscribed,Yes,Satisfied,High School,Bronze,Books,West,PayPal
1480,48,343.8,31.0,116.36,No,Not Subscribed,Yes,Dissatisfied,Bachelor's,Bronze,Clothing,West,Debit Card
1481,33,689.5,33.0,135.33,No,Not Subscribed,Yes,Neutral,,Gold,Clothing,East,Credit Card
1482,24,357.4,30.0,0.0,No,Subscribed,Yes,Satisfied,High School,Bronze,Books,Central,Credit Card
1483,18,1259.9,7.0,0.0,No,Not Subscribed,Yes,Neutral,Master's,Silver,Electronics,Central,Credit Card
1484,37,351.7,16.0,2.35,No,Subscribed,No,Neutral,Bachelor's,Bronze,,East,Credit Card
